Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Tag You're It","Child's Play Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114114238/tag-youre-it,2.6,-1,Sport,5.8,1,45,36.14703,-115.42732
"End of the Cactus","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114114380/end-of-the-cactus,2.3,-1,Sport,5.5,1,65,36.14687,-115.42762
"Peyote and the magic stairs","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121862974/peyote-and-the-magic-stairs,2.3,-1,Sport,5.5,1,50,36.14687,-115.42762
Cholla,"Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121863071/cholla,2.4,-1,Sport,5.8,1,75,36.14687,-115.42762
"Never Kiss a Cactus","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116694502/never-kiss-a-cactus,2.3,-1,Sport,5.8,1,70,36.14687,-115.42762
"Cactus Juice","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121862988/cactus-juice,2.3,-1,Sport,5.9-,1,75,36.14687,-115.42762
"Cactus Pete","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697801/cactus-pete,2.8,-1,Sport,5.10a,1,70,36.14687,-115.42762
"One Flew Over a Cactus Nest","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697386/one-flew-over-a-cactus-nest,2.5,-1,Sport,5.10b,1,70,36.14687,-115.42762
"Cactus Hugger","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697730/cactus-hugger,2.5,-1,Sport,5.10c/d,1,70,36.14687,-115.42762
"Over a Barrel","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697487/over-a-barrel,3.0,-1,Sport,5.10d,1,70,36.14687,-115.42762
"Straight to the Point","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697694/straight-to-the-point,2.6,-1,Sport,5.10d,1,70,36.14687,-115.42762
"Cactus Killa","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697532/cactus-killa,3.1,-1,Sport,5.11a/b,1,60,36.14687,-115.42762
Saguaro,"Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697646/saguaro,2.6,-1,Sport,5.11b,1,60,36.14687,-115.42762
"Cactus Massacre","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114115286/cactus-massacre,3.2,-1,Sport,5.11b/c,1,60,36.14687,-115.42762
"Cactus Root","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697604/cactus-root,3.0,-1,Sport,5.11c,1,60,36.14687,-115.42762
"Fractured Cactus","Cactus Massacre > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759441/fractured-cactus,2.9,-1,Sport,5.12a,1,50,36.14687,-115.42762
"The Loadstone","The Sundial > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114119397/the-loadstone,2.0,-1,Sport,5.11b/c,1,35,36.14675,-115.42727
"The Sundial","The Sundial > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114119364/the-sundial,3.1,-1,Sport,5.12a,1,35,36.14675,-115.42727
"Turtle Track","Tortuga Tower > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114128901/turtle-track,3.3,-1,Sport,5.10d,1,70,36.14518,-115.42732
"Tortuga Tower","Tortuga Tower > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114128912/tortuga-tower,2.7,-1,Sport,5.11a,1,70,36.14518,-115.42732
"Holy Chelonians","Tortuga Tower > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120304512/holy-chelonians,1.5,-1,Sport,5.11a,1,60,36.14518,-115.42732
"Shell Game","Tortuga Tower > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120304540/shell-game,1.0,-1,Sport,5.11,1,40,36.14518,-115.42732
"The White Dog","The CarlyQuinn Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563611/the-white-dog,1.4,-1,Sport,5.6,1,65,36.14475,-115.42653
"Morning Walk","The CarlyQuinn Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563652/morning-walk,1.8,-1,Sport,5.6,1,65,36.14475,-115.42653
"Lunch with Leslie","The CarlyQuinn Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563645/lunch-with-leslie,1.0,-1,Sport,5.7,1,65,36.14475,-115.42653
"Miss CarlyQuinn","The CarlyQuinn Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563598/miss-carlyquinn,2.2,-1,Sport,5.9,1,65,36.14475,-115.42653
"Keeping Up with Carly","The CarlyQuinn Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563663/keeping-up-with-carly,1.9,-1,Sport,5.10a,1,50,36.14475,-115.42653
"Full Body Wag","The CarlyQuinn Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563687/full-body-wag,1.9,-1,Sport,5.10b,1,65,36.14475,-115.42653
"The Great White Dog","The CarlyQuinn Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563621/the-great-white-dog,1.3,-1,Sport,5.10b/c,1,65,36.14475,-115.42653
"Off the Leash","The CarlyQuinn Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120563697/off-the-leash,2.4,-1,Sport,5.10c/d,1,60,36.14475,-115.42653
"Shine on J.P.","Cactus Corridor > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122022084/shine-on-jp,2.1,-1,Sport,5.9,1,35,36.14691,-115.42791
"Times like these","Cactus Corridor > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122022126/times-like-these,1.8,-1,Sport,5.9+,1,40,36.14691,-115.42791
"So glad you made it","Cactus Corridor > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122022174/so-glad-you-made-it,2.7,-1,Sport,5.10b,1,40,36.14691,-115.42791
Reprobate,"Cactus Corridor > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122479970/reprobate,2.4,-1,Sport,5.10b/c,1,35,36.14691,-115.42791
"White After Labor Day","Cactus Corridor > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122479646/white-after-labor-day,2.5,-1,Sport,5.10c/d,1,40,36.14691,-115.42791
"Truth #2","Cactus Corridor > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122022239/truth-2,2.6,-1,Sport,5.10d,1,45,36.14691,-115.42791
"Oops I sent it again","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122003544/oops-i-sent-it-again,2.1,-1,Sport,5.8,1,55,36.14572,-115.42813
"Sends in Low Places","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122036215/sends-in-low-places,1.9,-1,Sport,5.8,1,40,36.14572,-115.42813
"Save On-sight","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122128635/save-on-sight,2.0,-1,"Sport, TR",5.8,1,45,36.14572,-115.42813
"Wannabe (my belayer)","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122036900/wannabe-my-belayer,2.4,-1,Sport,5.8+,1,75,36.14572,-115.42813
"Climber of 5.9","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122128607/climber-of-59,2.6,-1,"Sport, TR",5.9-,1,50,36.14572,-115.42813
"Don’t Stop……Belaying","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009452/dont-stopbelaying,2.5,-1,Sport,5.9,1,85,36.14572,-115.42813
"Climbing on a Prayer","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122003608/climbing-on-a-prayer,3.0,-1,Sport,5.10a,1,60,36.14572,-115.42813
"Dirty Clings Done Dirt Cheap","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122003647/dirty-clings-done-dirt-cheap,2.5,-1,"Sport, TR",5.10a,1,45,36.14572,-115.42813
"I’ll Send It That Way","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009236/ill-send-it-that-way,2.5,-1,Sport,5.10a,1,50,36.14572,-115.42813
"Climber’s Paradise","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009393/climbers-paradise,3.2,-1,Sport,5.10a/b,1,50,36.14572,-115.42813
"Climbing on Broken Choss","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123768652/climbing-on-broken-choss,3.0,-1,"Sport, TR",5.10a/b,1,75,36.14572,-115.42813
Routebusters!,"Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009549/routebusters,2.3,-1,Sport,5.10c/d,1,55,36.14572,-115.42813
"Sweet Climb O' Mine","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122365715/sweet-climb-o-mine,2.8,-1,Sport,5.10c/d,1,45,36.14572,-115.42813
"High-hueco to Hell","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009198/high-hueco-to-hell,2.9,-1,Sport,5.10d,1,45,36.14572,-115.42813
"Un-break my hold","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009612/un-break-my-hold,2.5,-1,Sport,5.10d,1,75,36.14572,-115.42813
"I Would Climb Any-cling for Love","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009314/i-would-climb-any-cling-for-love,2.7,-1,Sport,5.11-,1,65,36.14572,-115.42813
"Pour Some Beta On Me","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009513/pour-some-beta-on-me,3.1,-1,Sport,5.11b,1,85,36.14572,-115.42813
"Another Bolt in the Wall","Classic Rock Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122365440/another-bolt-in-the-wall,2.8,-1,Sport,5.11b,1,50,36.14572,-115.42813
"Intergalactic Slacks","Chuck Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638622/intergalactic-slacks,2.0,-1,Sport,5.8,1,55,36.14778,-115.42868
Lacertine,"Chuck Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638309/lacertine,2.0,-1,Sport,5.9,1,70,36.14778,-115.42868
"Fade Out","Chuck Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638962/fade-out,2.0,-1,Sport,5.10a,1,50,36.14778,-115.42868
Crimpflation,"Chuck Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638724/crimpflation,2.0,-1,Sport,5.10d,1,50,36.14778,-115.42868
"Middle Child","Chuck Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122638908/middle-child,3.0,-1,Sport,5.10d,1,50,36.14778,-115.42868
"Parts is Parts","The Mass Production Wall > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105865662/parts-is-parts,2.0,-1,Sport,5.8,1,60,36.1644,-115.44322
"Battery Powered","The Mass Production Wall > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105865668/battery-powered,2.1,-1,Sport,5.9,1,70,36.1644,-115.44322
"Hit and Run","The Mass Production Wall > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105899225/hit-and-run,2.1,-1,Sport,5.9,1,60,36.1644,-115.44322
"Trigger Happy","The Mass Production Wall > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105892303/trigger-happy,2.7,-1,Sport,5.10a,1,100,36.1644,-115.44322
Kokopelli,"The Mass Production Wall > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105865640/kokopelli,2.6,-1,Sport,5.10b/c,1,70,36.1644,-115.44322
"Some Assembly Required","The Mass Production Wall > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107033555/some-assembly-required,2.0,-1,Sport,5.10c,1,70,36.1644,-115.44322
"Foreman Ferris","The Mass Production Wall > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105865652/foreman-ferris,2.8,-1,Sport,5.11b/c,1,80,36.1644,-115.44322
"Eat My Shorts","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111609620/eat-my-shorts,2.4,-1,Sport,5.8-,1,80,36.16016,-115.4423
"Friction Face Panty Waist","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107089591/friction-face-panty-waist,2.8,-1,Sport,5.9,1,80,36.16016,-115.4423
"Plastic People","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106109062/plastic-people,2.4,-1,Sport,5.10b/c,1,90,36.16016,-115.4423
"Vile Pile","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106358718/vile-pile,1.9,-1,"Trad, Sport","5.10b/c PG13",1,50,36.16016,-115.4423
"Synthetic Society","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106129678/synthetic-society,1.9,-1,Sport,5.11a,1,90,36.16016,-115.4423
"Galloping Gal","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106132682/galloping-gal,2.6,-1,Sport,5.11a,1,100,36.16016,-115.4423
"Commitment to Excrement (aka Giuoco Piano)","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108486941/commitment-to-excrement-aka-giuoco-piano,3.1,-1,Sport,5.11a,1,100,36.16016,-115.4423
"Running Man","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732401/running-man,3.9,-1,Sport,5.11c,1,120,36.16016,-115.4423
Yodritch,"Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107407348/yodritch,2.0,-1,"Trad, Sport",5.11c,2,200,36.16016,-115.4423
"Graveyard Waltz","Running Man Wall > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905286/graveyard-waltz,3.5,-1,Sport,5.11d,1,110,36.16016,-115.4423
"Long Walk Off Of a Short Pier","The Pier > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105811893/long-walk-off-of-a-short-pier,2.4,-1,Sport,5.9-,1,70,36.1607,-115.44627
"Seventh Hour","The Pier > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813234/seventh-hour,1.2,-1,Sport,5.11a,1,35,36.1607,-115.44627
"Under the Boardwalk","The Pier > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813238/under-the-boardwalk,3.4,-1,Sport,5.11a,1,50,36.1607,-115.44627
[Redacted],"The Pier > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118120721/redacted,1.0,-1,Sport,5.11a,1,35,36.1607,-115.44627
Basement,"The Pier > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105879899/basement,3.1,-1,Sport,5.11c,1,60,36.1607,-115.44627
"This is the City","The Pier > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116206143/this-is-the-city,1.3,-1,Sport,5.12a,1,,36.1607,-115.44627
"Far Cry From Josh","California Crag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105818957/far-cry-from-josh,2.5,-1,Sport,5.10-,1,45,36.16118,-115.44733
"Cal. West","California Crag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105819767/cal-west,2.0,-1,Sport,5.10c,1,85,36.16118,-115.44733
"Just in from L.A.","California Crag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105819772/just-in-from-la,2.6,-1,Sport,5.10d,1,45,36.16118,-115.44733
"Orange County","California Crag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118236863/orange-county,1.0,-1,Sport,5.11b,1,40,36.16118,-115.44733
Hurricane,"California Crag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105819777/hurricane,1.7,-1,Sport,5.11,1,80,36.16118,-115.44733
"Senseless seizure","California Crag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120326325/senseless-seizure,3.0,-1,Sport,5.11c/d,1,40,36.16118,-115.44733
Quicksand,"California Crag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820497/quicksand,2.8,-1,Sport,5.11d,1,60,36.16118,-115.44733
"Serious Leisure","California Crag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106035678/serious-leisure,2.2,-1,Sport,5.12a,1,40,36.16118,-115.44733
"Pockets of Dirt","Left Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106125706/pockets-of-dirt,2.7,-1,Sport,5.11b,1,50,36.16257,-115.44963
Helltown,"Left Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106513072/helltown,2.7,-1,Sport,5.11+,1,50,36.16257,-115.44963
"Man's Best Friend","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106070440/mans-best-friend,2.7,-1,Sport,5.7,2,180,36.1621,-115.44932
"Sea Anemone","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106599049/sea-anemone,2.1,-1,Sport,5.8,1,90,36.1621,-115.44932
"Kibbles 'n bits","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123175091/kibbles-n-bits,2.7,-1,Sport,5.8,2,190,36.1621,-115.44932
"Broken tooth","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116749065/broken-tooth,2.9,-1,Sport,"5.10b PG13",1,100,36.1621,-115.44932
"To Bolt or Toupee","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105821400/to-bolt-or-toupee,2.1,-1,Sport,"5.10c PG13",1,100,36.1621,-115.44932
"Shouting Match","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108267793/shouting-match,2.5,-1,Sport,5.10d,1,70,36.1621,-115.44932
"The Brawl","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112369366/the-brawl,2.7,-1,Sport,5.11a,1,100,36.1621,-115.44932
"Hair Today Gone Tomorrow","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112369387/hair-today-gone-tomorrow,2.0,-1,Sport,5.11a,1,110,36.1621,-115.44932
"High Noon","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112369432/high-noon,2.9,-1,Sport,5.11a,1,110,36.1621,-115.44932
"Gun Control","Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112369349/gun-control,2.4,-1,Sport,5.11b,1,80,36.1621,-115.44932
Fury,"Right Wall > Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106513096/fury,2.8,-1,Sport,5.11,1,70,36.1621,-115.44932
"The Wallow","Sandy Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107075814/the-wallow,2.1,-1,"Trad, TR",5.7,1,40,36.16406,-115.44932
"You Only Live Twice","Sandy Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/115445928/you-only-live-twice,2.0,-1,Sport,"5.10c R",1,50,36.16406,-115.44932
Octopussy,"Sandy Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/115445974/octopussy,2.0,-1,Sport,5.10c,1,50,36.16406,-115.44932
"Guides Wall  2","White Slab > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106706845/guides-wall-2,1.8,-1,TR,5.8,1,50,36.16251,-115.44977
"Guides Wall  3","White Slab > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106706853/guides-wall-3,1.8,-1,TR,5.8,1,50,36.16251,-115.44977
"White Slab","White Slab > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106121860/white-slab,2.3,-1,"Trad, Sport","5.8+ PG13",1,90,36.16251,-115.44977
"The Good Boy Scout","Boy Scout Cliff > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106706891/the-good-boy-scout,2.0,-1,TR,5.11a,1,40,36.16412,-115.45007
"Hidden Edge","Hidden Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108022159/hidden-edge,2.1,-1,Sport,5.10b,1,40,36.16137,-115.44852
"Northernmost Gully Route","Hidden Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120277066/northernmost-gully-route,-1.0,-1,Sport,5.10,1,35,36.16137,-115.44852
"Orange Joe","Hidden Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121950077/orange-joe,2.0,-1,Sport,5.10,1,35,36.16137,-115.44852
"Dirty Secret","Hidden Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107337889/dirty-secret,1.6,-1,Sport,5.10d,1,45,36.16137,-115.44852
"Don't Scare the Bat!","Hidden Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108647722/dont-scare-the-bat,2.4,-1,Sport,5.11-,1,50,36.16137,-115.44852
"Walking on a Dream","Hidden Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107039433/walking-on-a-dream,2.9,-1,Sport,5.11,1,60,36.16137,-115.44852
"Mr Moto","Americrag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759693/mr-moto,2.0,-1,Sport,5.11c,1,50,36.16255,-115.44613
"Jimmy Nap","Americrag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759705/jimmy-nap,1.0,-1,Sport,5.11c,1,50,36.16255,-115.44613
Americragger,"Americrag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759739/americragger,2.0,-1,Sport,5.12a,1,50,36.16255,-115.44613
"Rebel Yell","Americrag > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759759/rebel-yell,1.0,-1,Sport,5.12a,1,60,36.16255,-115.44613
"Unknown Pile AKA Gardyloo","Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108665585/unknown-pile-aka-gardyloo,1.9,-1,Sport,5.11a,1,50,36.16602,-115.45317
